Company Name,Latitude,Longitude,Address,City,State,Country,Industry,Revenue,Website,Phone,Email,Potential,Company Type,Product Category,Product Name,Employee,Employee Details
eurotex industries and exports ltd,16.6437865,74.2912872,"Plot No-E-1, MIDC Industrial Area Gokul Shirgaon Shirgaon-416234 Kolhapur Maharashtra",Kolhapur,Maharashtra,India,Textile,,https://eurotexgroup.com,0231-2672353 / 2672364 / 2672226 / 2672195,eurotex@eurotexgroup.com,,,,,"""person 1 name=Makhanlal Bagaria, person 1 role=Director, person 1 number=, person 1 email=eurotex@eurotexgroup.com, person 2 name=Gopal Patodia, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Hari Prasad Siotia, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Vinod Kumar Gupta, person 4 role=Director, person 4 number=, person 4 email=""",
eveready spinning mills pvt ltd,10.4789415,77.9475018,Sukkampatti Kottaiyur Thadicombu Sukkampatti-624801 Dindigul Tamil Nadu,Thadikombu,Tamil Nadu,India,Textile,,http://evereadymills.com,9944497421 / 04551-260372 / 99444 97420,,,Manufacturer|Spinning Mill|Textile Manufacturer,Yarns|Knitted Fabrics,Cotton Yarn (Knitting)|Weaving Yarn|Dyed Yarn|Poly / Cotton Yarn|Viscose Yarn|Open End Yarns|Vortex Yarns|Melange Yarn|Single Jersey Knitted Fabric|Lycra Jersey Knitted Fabric|Airtex Knitted Fabric|Loop Knit Fabric|100% Cotton Fabric|Poly / Cotton Fabric|Mélange Fabric,"""person 1 name=Appiyapalayam Ramasamy Subramaniam, person 1 role=Director, person 1 number=99444 97420, person 1 email=, person 2 name=Thilagavathi, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Subramaniam Chandrakumar, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Sangiah V B, person 4 role=, person 4 number=, person 4 email=""",
everest spinners pvt ltd,10.6789851,77.0355765,"Survey No. 473 Pollachi Road Venkittapuram, Palladam Palladam-641664 Palladam Coimbatore Tamil Nadu",Pollachi,Tamil Nadu,India,Textile,,no website,0-90253 61151,everestspinners@yahoo.co.in,,,,,"""person 1 name=Sounderajan P, person 1 role=Director, person 1 number=90253 61151, person 1 email=everestspinners@yahoo.co.in, person 2 name=Ponnusamy Janaki ., person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Palladam Soundararaj Vijayalakshmi ., person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Arumugagounder Ponnusamy, person 4 role=Director, person 4 number=, person 4 email=""",
everflow petrofils ltd,18.9461451,72.8274882,"Office No. 210, 2nd Floor, 599, Kapadia Chambers, Princess Street, Mumbai-400002 Mumbai Maharashtra",,Maharashtra,India,Textile,,no website,0-98200 62142 / 9820062142,info@everflowpetrofils.com,,,,,"""person 1 name=Pinkesh Paras Kumar Jain, person 1 role=Director, person 1 number=, person 1 email=ca@everflowpetrofils.com, person 2 name=Sapnaben Rakeshkumar Jain, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Alpa Pinkeshkumar Jain, person 3 role=Director, person 3 number=, person 3 email=""",
evergreen textiles ltd,18.933087,72.8347082,"4th Floor Podar Chambers, 109, S. A. Brelvi Road, Fort, Mumbai-400001 Mumbai Maharashtra",,Maharashtra,India,Textile,,no website,022 4051 5253 / 0-948426018279 / 0-94439 36379 / 9443936379,rmb@podarenterprise.com,,,,,"""person 1 name=Sitaram Baijnath Verma, person 1 role=Director, person 1 number=, person 1 email=rmb@podarenterprise.com, person 2 name=Rajendra Manoharsingh Bolya, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Manjunath Damodar Shanbhag, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Supriya Sandeep Chavan, person 4 role=Director, person 4 number=, person 4 email=""",
everlon synthetics ltd,18.9246,72.8214,"No. 67, Regent Chambers, 208, Nariman Point Mumbai-400021 Mumbai Maharashtra",,Maharashtra,India,Textile,,https://www.everlon.in,022 2204 9233 / 2204 2788,info@everlon.in,,Financial Services|Non-Banking Financial Company (NBFC),Financial Solutions,Renewable Energy Financing|Solar Plant Financing,"""person 1 name=Dinesh P Turakhia, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Jitendra K Vakharia, person 2 role=Managing Director, person 2 number=, person 2 email=, person 3 name=Kamlesh C Sanghavi, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Varsha J Vakharia, person 4 role=Director, person 4 number=, person 4 email=""",
everwin textile mill pvt ltd,10.6987951,77.0125445,Achipatti Pollachi Pollachi-642002 Coimbatore Tamil Nadu,Panickampatti,Tamil Nadu,India,Textile,,no website,04259 -259 286 / 259 889 / 259 287 / 259 289,etmpl@rediffmail.com,,,,,"""person 1 name=Karupannagounder Periasamy, person 1 role=Director, person 1 number=, person 1 email=etmpl@rediffmail.com, person 2 name=Jeevarekha Periasamy, person 2 role=Director, person 2 number=, person 2 email=""",
evesyl enterprises pvt ltd,10.9996582,76.96947,"No.357-2, Paramasivan Palayam Pongupalayam Pongupalayam-641666 Coimbatore Tamil Nadu",Coimbatore,Tamil Nadu,India,Textile,,https://www.evesyl.com,0-95970 77777 / 9597077777,slyvester@evesyl.com santosh@evesyl.com,,,,,"""person 1 name=Santosh Kumar, person 1 role=Director, person 1 number=0-95970 77777, person 1 email=santosh@evesyl.com, person 2 name=Santhosh Kumar Geetha, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Eva Vernie Saldanha, person 3 role=Director, person 3 number=, person 3 email=""",
evolv clothing company pvt ltd,12.9547931,80.2388189,"#33, Corportion Road, Perungudi, Chennai-600096 Chennai Tamil Nadu",Chennai Corporation,Tamil Nadu,India,Textile,,https://www.evolvclothing.com,044 6668 6666,enquiries@evolvclothing.com info@evolvclothing.com,,Manufacturer|Exporter,Apparel|Fashion,Shirts|Bottoms|Dresses|Jackets|Jumpsuits|Ready-to-wear apparel,"""person 1 name=Ravee Raman Malhotra, person 1 role=Director, person 1 number=, person 1 email=info@evolvclothing.com, person 2 name=Gopalakrishna Pullala Varadharajulu, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Arnav Malhotra, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Hemalatha Ramaiah, person 4 role=Director, person 4 number=, person 4 email=""",
excel cotspin india pvt ltd,10.9973691,76.9588876,Shenbagapudur Sakthy Kovai Main Road Sathyamangalam-632114 Vellore Tamil Nadu,,Tamil Nadu,India,Textile,,no website,04295-233 305 / 2424 723 / 0416- 233 138 / 0-98422 12723 / 9842212723,cholaspinning@gmail.com,,,,,"""person 1 name=Ammasaikutti, person 1 role=Director, person 1 number=, person 1 email=cholaspinning@gmail.com, person 2 name=Senniappagounder, person 2 role=Director, person 2 number=, person 2 email=""",
exim knits pvt ltd,11.1462684,77.3381855,"No 334, Nanbiyur Road, Near Bus Stop, Palankarai Village, Kuppandampalayam Thiruppur-641603 Erode Tamil Nadu",,Tamil Nadu,India,Textile,,no website,0-99524 26514 / 0-99524 26534,,,,,,"""person 1 name=Palaniappa Mudaliar Thangavelu, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Palaniappan Padmanabhan, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Palaniappan Kumarasamy, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Palaniappan Ganesan, person 4 role=Director, person 4 number=, person 4 email=""",
f robin polymers pvt ltd,10.146764,77.783227,"6/600, Chinnupatti, Reddiyapatti P.O. Batlagundu Old Batlagundu-624202 Dindigul Tamil Nadu",Batlagundu,Tamil Nadu,India,Textile,,https://www.robinpolymers.com,"04543 265656 / 083449 90001, 083449 90007 / 8344990001 / 8344990007",info@robinpolymers.com robinpolymerindia@gmail.com,,Manufacturer,Polypropylene Products,Polypropylene Woven Bags|Polypropylene Woven Sacks,"""person 1 name=Robin, person 1 role=Director, person 1 number=, person 1 email=robinpolymersindia@gmail.com, person 2 name=Stella Ananda Raju, person 2 role=Director, person 2 number=, person 2 email=""",
fab tech international hosieries pvt ltd,11.0554059,77.3450136,"S.F.No. 369/1, Notchipalayam Road Veerapandi Veerapandi-641605 Coimbatore North Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,no website,0-98422 22944,mithun@fabtechgroups.com kirubakar@fabtechgroups.com,,,,,"""person 1 name=Mithun, person 1 role=Director, person 1 number=98422 22944, person 1 email=mithun@fabtechgroups.com, person 2 name=Kirubakkar, person 2 role=Director, person 2 number=99655 55939, person 2 email=kirubakar@fabtechgroups.com""",
fabfit apparels india pvt ltd,11.0539951,77.3266026,"56/2, Karaipudur, Ithinnakarai, Palladam Road Karaipudur-641605 Erode Tamil Nadu",,Tamil Nadu,India,Textile,,no website,0421 221 3696,fabtechsenthil@gmail.com,,,,,"""person 1 name=Venkatapathy Senthilkumar, person 1 role=Director, person 1 number=, person 1 email=fabtechsenthil@gmail.com, person 2 name=Poongothai Senthilkumar, person 2 role=Director, person 2 number=, person 2 email=""",
fahrenheit clothing pvt ltd,30.9130115,75.9244646,"C-190A, Phase-VII, Focal Point, Ludhiana-141010 Ludhiana Punjab",Bhamian Khurd,Punjab,India,Textile,,https://www.fahrenheit.in,0- 97819 26318 / 9781926318,customerservice@fahrenheit.in bangalore@fahrenheit.in mumbai@fahrenheit.in,,,,,"""person 1 name=Sharenik Jain, person 1 role=Director, person 1 number=, person 1 email=arunkshah@fahrenheit.in, person 2 name=Ruhi Brar, person 2 role=Director, person 2 number=, person 2 email=""",
fair n flair garments,11.1121752,77.3236591,"S.F No.134, D.No-A, Ground Floor & First Floor Sivasakthi Nagar, College Road, Tirupur North-641602 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,no website,"0421 2321555, 2247498/2477498, 2475332",srinivasan@fairnflair.com srinivasan@fairnflair.com,,,,,"""""",
falcon yarns pvt ltd,22.0880913,70.7655571,"Survey No 177, Plot No 1, Near Austin Alloy Cast, Rajkot  Gondal NH  27, Village : Bharudi Rajkot-360311 Rajkot Gujarat",Pipaliya,Gujarat,India,Textile,,http://www.falconyarns.in,0-90999 53698 / 9099953698,info@falconyarns.in falconyarns@gmail.com,,Manufacturer|Exporter,Yarns|Cotton Yarns,"100% Cotton Yarn (BCI, organic, conventional, Imported Cotton long staple, medium staples, Australian, African, Egyptian, Pima)|Combed Compact Yarn","""person 1 name=Dhirajlal Laljibhai Suvagiya, person 1 role=Director, person 1 number=0-90999 53698, person 1 email=falconyarns@gmail.com, person 2 name=Meeraben Kamalnayanbhai Sojitra, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Jagdishchandra Rajalal Kotadia, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Reechi Jagdishbhai Kotadia, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Kamalnayan Ranchhodbhai Sojitra, person 5 role=Director, person 5 number=, person 5 email=""",
fast flying fashions india pvt ltd,11.1147827,77.3317246,"1, 1st Street, Preiya Thottam, Murungapalayam South, Eetiveerampalayam Ittiveerampalayam-641666 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,no website,0421-2240080/3242527,mahesh.gupta@camahesh.com,,,,,"""person 1 name=Manju Arora, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Pramod Kumar Arora, person 2 role=Director, person 2 number=, person 2 email=""",
fathimuthu amma mills ltd,8.5357027,77.6149228,"70, Kalakad Main Road, Soorankudi Surangudi-627108 Thirunelveli Tamil Nadu",Devanallur,Tamil Nadu,India,Textile,,no website,04635-250335 / 0-98435 49859 / 9843549859,moon@seyadgroup.com,,,,,"""person 1 name=Seyad Abdul Kareem Kamaludeen, person 1 role=Director, person 1 number=0-98435 49859, person 1 email=moon@seyadgroup.com, person 2 name=Seyadu Abdul Kareem Naina Mohamed, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Seyad Nawaz Naina Mohamed, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Seyadrabbani Fathurabbani, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Yoosufmeeran Kamaludeen, person 5 role=Director, person 5 number=, person 5 email=""",
femella fashions pvt ltd,28.4752188,77.1046589,"53, Silver Oaks Ave, G Block, DLF Phase 1, Sector 26 Gurgaon-122002 Gurgaon Haryana",Gurugram,Haryana,India,Textile,,https://www.femella.in,0124 471 9900,riteshlimited8@gmail.com,,Manufacturer|Retailer,Women's Clothing|Dresses|Co-ord Sets|Tops & Shirts|Skirts|Sweaters|Sweatshirts|Jackets & Coats|Track Pants|Jeans|Bottom Wear|Nightwear Sets|Plus Size Apparel,Maxi Dresses|Midi Dresses|Mini Dresses|Knee Length Dresses|Co-ord Sets|Tops|Shirts|Skirts|Sweaters|Sweatshirts|Jackets|Coats|Track Pants|Jeans|Bottom Wear|Nightwear Sets|Blazers|Trousers|Sweater Vests|Puffer Jackets,"""person 1 name=Ketki Gupta, person 1 role=Director, person 1 number=, person 1 email=riteshlimited8@gmail.com, person 2 name=Sandhya Arora, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Kavya Arora, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Virinder Jit Singh Billing, person 4 role=Director, person 4 number=, person 4 email=""",
feris spintex pvt ltd,22.7139602,70.8846327,"At. Adepar, Morbi Taluk Adepar- Morvi Rajkot Gujarat",,Gujarat,India,Textile,,http://www.ferisspintex.com,0-75758 88000 / 0-99799 07799 / 7575888000,info@ferisspintex.com feris.spintex@gmail.com,,,,,"""person 1 name=Kailashbhai Ratanshibhai Sanja, person 1 role=Director, person 1 number=0-75758 88000, person 1 email=feris.spintex@gmail.com, person 2 name=Nileshkumar Maganlal Ghodasara, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Jitendra Bhudarbhai Sanja, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Dipeshkumar Maganlal Ghodasara, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Dharmendra Bhudarbhai Sanja, person 5 role=Director, person 5 number=, person 5 email=""",
ferro sona garments pvt ltd,30.9249861,75.8699493,"No. 3077, Street No. 1, Mahavir Jain Colony, Sunder Nagar Ludhiana-141007 Ludhiana Punjab",Ludhiana,Punjab,India,Textile,,http://www.ferrosona.com,0-98140 25231 / 9814025231,sonatraders3333@yahoo.in jivanyogi@rediffmail.com,,Manufacturer|Exporter,Men's Clothing|Women's Clothing|Kids' Clothing|T-Shirts|Winter Wear|Night Wear|Hosiery Goods,Polo T-Shirts|Cotton T-Shirts|Striped T-Shirts|Printed T-Shirts|Jackets|Hoodies|Round Neck Hoodies|Zippers|Sweatshirts|Night Wears|Jogger Suits|Track Suits|Lowers|Bermuda|Capri|Shorts,"""person 1 name=Sanjay Jain, person 1 role=Director, person 1 number=, person 1 email=jivanyogi@rediffmail.com, person 2 name=Sonal Jain, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Neetu Jain, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Rajeev Jain, person 4 role=Director, person 4 number=, person 4 email=""",
fertichem cotspin ltd,30.701164,76.796565,"182/11, Industrial Area, Phase-1, Chandigarh-160002 Chandigarh Chandigarh",Chandigarh,Chandigarh,India,Textile,,http://www.fertichemgroup.com,0172-4690 727 / 4690 738,info@fertichemgroup.com,,,,,"""person 1 name=Sanjay Singhal, person 1 role=Director, person 1 number=, person 1 email=info@fertichemgroup.com, person 2 name=Rohit Gupta, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Behari Lal Kher, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Sushil Kumar Singhal, person 4 role=Director, person 4 number=, person 4 email=""",
fibreweb india ltd,19.0314734,72.8543007,"Kiran, Ground Floor, 128 Bhaudaji Road, Matunga Mumbai-400019 Mumbai Maharashtra",,Maharashtra,India,Textile,,https://www.fiberwebindia.com,022 2404 4876/24082689/ 90,fiberweb@fiberwebindia.com,,,,,"""person 1 name=Soniya Pravin Sheth, person 1 role=Director, person 1 number=, person 1 email=fiberweb@fiberwebindia.com, person 2 name=Sorabh Gupta, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Gopalji Motiram Rana, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Bhavesh Pravin Sheth, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Chidambar Arvind Rege, person 5 role=Director, person 5 number=, person 5 email=""",
fida filaments pvt ltd,8.158383,77.3998697,"No 4/189, Gurukulam Road, Thambathukkonam, Erumbukadu Nagercoil-629004 Kanyakumari Tamil Nadu",Nagercoil,Tamil Nadu,India,Textile,,no website,04652-265563 / 0-88527 50826 / 80982 81834 / 0-97892 82515,,,,,,"""person 1 name=Mohamed Ali Mohamed Afzal Fayaz, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Anzar Fayaz, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Haneefa Imran, person 3 role=Director, person 3 number=, person 3 email=""",
filatex india ltd,28.5621759,77.268734,"43, Community Centre, New Friends Colony New Delhi-110025 Delhi Delhi",Delhi,,India,Textile,,https://www.filatex.com,011-26312503 / 26848633 / 26848644,fildelhi@filatex.com,,Manufacturer,Yarn|Polyester Yarn|Polypropylene Yarn|Polyester Chips|Woven Fabrics,"PET Chips (Textile Grade)|Partially Oriented Yarn (POY)|Full Drawn Yarn (FDY)|Drawn Textured Yarn (DTY)|Air Textured Yarn (ATY)|Polypropylene Yarn (PPY)|Narrow Woven Fabrics (Satin & Fancy Cord, Zipper & Elastic Tape Ribbon, Plain & Fancy Belt)|Filigree Yarn|Ocean Yarn|Chubby Yarn|Cotslon Yarn|Soie FIL Yarn|Flexi FIL Yarn","""person 1 name=Madhu Sudhan Bhageria, person 1 role=Managing Director, person 1 number=, person 1 email=, person 2 name=Purrshottam Bhaggeria, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Madhav Bhageria, person 3 role=Joint Managing Director, person 3 number=, person 3 email=, person 4 name=Sunil Agarwal, person 4 role=Director, person 4 number=, person 4 email=""",
fiotex cotspin pvt ltd,22.448493,70.5443421,"Survey No. 202, AT : Sanosara, Post : Rupavati Rupavati-360110 Rajkot Gujarat",,Gujarat,India,Textile,,http://www.fiotex.in,0-72030 96137 / 72030 96137 / 72030 96137,info@fiotex.in admin@fiotex.in fiotexcotspin@gmail.com,,Manufacturer,Cotton Spun Yarn|Cotton Combed Yarn|Cotton Combed Compact Yarn|Carded Yarn,Combed Yarn|Combed Compact Yarn|Carded Yarn|Hosiery Yarn|Weaving Yarn,"""person 1 name=Rajnikant Ghodasara, person 1 role=Director, person 1 number=98252 31073, person 1 email=, person 2 name=Shailesh Patel, person 2 role=Director, person 2 number=98255 07450, person 2 email=, person 3 name=Ripple Patel, person 3 role=Director, person 3 number=98250 75014, person 3 email=""",
